revenue_usd_millions,pitchbook_valuation_usd_millions,pitchbook_primary_industry_group,pitchbook_primary_industry_sector,pitchbook_verticals,pitchbook_hq_location,pitchbook_hq_country,pitchbook_last_financing_date,pitchbook_last_financing_size_usd_millions,pitchbook_last_financing_deal_type,employee_count_pitchbook,employee_count_linkedin_scraped,employee_count_crunchbase_range,company_size_category,crunchbase_revenue_range,crunchbase_industry_tags,crunchbase_industry_category,total_funding_usd,num_funding_rounds,avg_round_size_usd,total_investors,latest_funding_type,latest_funding_date,months_since_last_funding,funding_stage_encoded,country,state_region,city,founded_year,company_age_years,is_public,ipo_date,ipo_exchange,ipo_ticker,revenue_tier,is_pe_backed,num_pe_investors,ml_predicted_revenue,ml_prediction_confidence
9.0,55.0,Software,Information Technology,"Mobile, FinTech","Sydney, Australia",Australia,2024-09-26,55.0,Merger/Acquisition,56.0,,,,r_00001000,,"Financial Services, FinTech, Impact Investing, Information Technology",0,0,0,0,,,,,Australia,,,2016.0,9.0,False,,,,,True,2,,
96.1,1270.0,Software,Information Technology,FinTech,"Nashville, TN",United States,2025-06-27,205.0,Dividend Recapitalization,698.0,,,,r_00100000,,"Analytics, Collectibles, Health Care",0,0,0,0,,,,,United States,,,1997.0,28.0,False,,,,,True,1,,
75.0,590.5,Software,Information Technology,"Climate Tech, Artificial Intelligence & Machine Learning, TMT, Big Data, Advanced Manufacturing, CleanTech","Reston, VA",United States,2025-03-26,45.0,Later Stage VC,203.0,,,,r_00010000,,"Analytics, Energy Management, Software, Sustainability",0,0,0,0,,,,,United States,,,2003.0,22.0,False,,,,,True,2,,
10.0,530.0,Retail,Consumer Products and Services (B2C),E-Commerce,"New York, NY",United States,2023-10-10,75.0,Later Stage VC,133.0,,,,r_00001000,,"E-Commerce, Eyewear, Fashion, Retail, Wearables",0,0,0,0,,,,,United States,,,2017.0,8.0,False,,,,,True,1,,
107.37,18.59,Transportation,Consumer Products and Services (B2C),Mobility Tech,"Hawthorne, CA",United States,2025-06-26,27.0,PIPE,634.0,,,,r_00100000,,"Air Transportation, Delivery, Logistics, Transportation, Travel",0,0,0,0,,,,,United States,,,2012.0,13.0,True,,nyse,,,True,1,,
50.0,260.0,Software,Information Technology,"Artificial Intelligence & Machine Learning, SaaS, Cybersecurity","Mountain View, CA",United States,2022-12-14,40.0,PE Growth/Expansion,156.0,,,,r_00001000,,"Artificial Intelligence (AI), Big Data, Cyber Security, Fraud Detection, Machine Learning",0,0,0,0,,,,,United States,,,2013.0,12.0,False,,,,,True,1,,
266.0,300.0,Communications and Networking,Information Technology,TMT,"Austin, TX",United States,2008-12-12,300.0,Merger/Acquisition,700.0,,,,,,"Internet, Telecommunications, Wireless",0,0,0,0,,,,,United States,,,2000.0,25.0,False,,,,,True,1,,
1.91,206.61,Pharmaceuticals and Biotechnology,Healthcare,"Oncology, Life Sciences","Cambridge, MA",United States,2023-05-11,,Bankruptcy: Liquidation,74.0,,,,r_00010000,,"Biotechnology, Health Care, Medical",0,0,0,0,,,,,United States,,,2006.0,19.0,True,,nasdaq,,,True,1,,
9.0,170.0,Healthcare Devices and Supplies,Healthcare,HealthTech,"Fremont, CA",United States,2024-08-07,91.0,Later Stage VC,40.0,,,,r_00001000,,"Biotechnology, Health Care, Medical Device",0,0,0,0,,,,,United States,,,2006.0,19.0,False,,,,,True,1,,
4.7,60.02,Software,Information Technology,"SaaS, Mobile, Marketing Tech","San Francisco, CA",United States,2023-03-17,,Merger/Acquisition,85.0,,,,r_00010000,,"Advertising, Consumer Reviews, Reputation, SEO, Small and Medium Businesses",0,0,0,0,,,,,United States,,,2014.0,11.0,False,,,,,True,1,,
657.8,704.25,Software,Information Technology,"TMT, Artificial Intelligence & Machine Learning, CloudTech & DevOps, SaaS, Mobile","McLean, VA",United States,2024-02-01,300.0,Debt - General,2033.0,,,,r_00500000,,"Business Process Automation (BPA), Data Management, Developer Tools, Enterprise Software, InsurTech",0,0,0,0,,,,,United States,,,1999.0,26.0,True,,nasdaq,,,True,1,,
20.0,30.0,Software,Information Technology,"TMT, CloudTech & DevOps","Vancouver, Canada",Canada,2022-06-23,30.0,Buyout/LBO,200.0,,,,r_00010000,,"Collaboration, Developer Tools, Enterprise Software, Software",0,0,0,0,,,,,Canada,,,2007.0,18.0,False,,,,,True,4,,
129.94,155.81,Healthcare Services,Healthcare,,"Nottingham, United Kingdom",United Kingdom,2022-01-28,,Buyout/LBO,804.0,,,,,,"Fertility, Health Care, Personal Health",0,0,0,0,,,,,United Kingdom,,,1984.0,41.0,False,,,,,True,1,,
72.1,23.8,Healthcare Technology Systems,Healthcare,"HealthTech, SaaS, TMT","Dallas, TX",United States,2024-11-19,,Buyout/LBO,295.0,,,,r_00010000,,"Health Care, Hospital",0,0,0,0,,,,,United States,,,1997.0,28.0,False,,,,,True,1,,
37.85,56.87,Software,Information Technology,"Big Data, TMT, SaaS","London, United Kingdom",United Kingdom,2021-08-02,6.22,PE Growth/Expansion,256.0,,,,r_00010000,,"Big Data, Outsourcing, SaaS, Software",0,0,0,0,,,,,United Kingdom,,,2010.0,15.0,False,,,,,True,2,,
3.8,,Healthcare Technology Systems,Healthcare,"TMT, SaaS, HealthTech","Minneapolis, MN",United States,2024-02-01,,Buyout/LBO,74.0,,,,r_00010000,,"Health Care, Hospital, Medical",0,0,0,0,,,,,United States,,,2001.0,24.0,False,,,,,True,2,,
240.0,8000.0,Commercial Services,Business Products and Services (B2B),Industrials,"Troy, MI",United States,2025-07-16,250.0,Debt Refinancing,7000.0,,,,r_00001000,,"Boating, Marine Technology, Marine Transportation",0,0,0,0,,,,,United States,,,2020.0,5.0,False,,,,,True,1,,
46.53,845.54,Software,Information Technology,"SaaS, TMT","Copenhagen, Denmark",Denmark,2020-09-03,591.88,Buyout/LBO,667.0,,,,r_00050000,,"Analytics, Internet, SaaS, SEO, Software",0,0,0,0,,,,,Denmark,,,2003.0,22.0,False,,,,,True,1,,
136.68,707.5,Pharmaceuticals and Biotechnology,Healthcare,"SaaS, Life Sciences","Waltham, MA",United States,2025-03-31,0.02,Debt - General,2019.0,,,,r_00010000,,"Biotechnology, Information Technology, Life Science, Natural Language Processing, Pharmaceutical",0,0,0,0,,,,,United States,,,1987.0,38.0,False,,,,,True,1,,
1.93,248.62,Retail,Consumer Products and Services (B2C),E-Commerce,"Borås, Sweden",Sweden,2024-09-09,,Bankruptcy: Admin/Reorg,500.0,,,,r_00100000,,,0,0,0,0,,,,,Sweden,,,,,False,,,,,True,1,,
124.44,98.41,Software,Information Technology,"CloudTech & DevOps, SaaS","Philadelphia, PA",United States,2024-07-03,,Debt Refinancing,711.0,,,,r_00100000,,"Analytics, Cloud Computing, SaaS, Software",0,0,0,0,,,,,United States,,,,,False,,,,,True,1,,
366.82,1527.69,Healthcare Devices and Supplies,Healthcare,Manufacturing,"Mason, MI",United States,2024-05-15,151.0,Debt Refinancing,2025.0,,,,r_00100000,,"Asset Management, Manufacturing, Medical, Packaging Services, Product Design",0,0,0,0,,,,,United States,,,1990.0,35.0,False,,,,,True,1,,
293.6,1753.63,Software,Information Technology,FinTech,"Stockholm, Sweden",Sweden,2020-10-01,,Merger/Acquisition,700.0,,,,r_00100000,,"Financial Services, Payments, Software",0,0,0,0,,,,,Sweden,,,,,False,,,,,True,1,,
654.66,383.19,Healthcare Services,Healthcare,,"Ahrensburg, Germany",Germany,2019-07-30,493.71,Debt Refinancing,2500.0,,,,r_00100000,,"Architecture, Civil Engineering, Construction, Consulting, Energy",0,0,0,0,,,,,Germany,,,1928.0,97.0,False,,,,,True,1,,
2.78,,Transportation,Consumer Products and Services (B2C),,"Borås, Sweden",Sweden,2024-07-10,,Debt Refinancing,1190.0,,,,,,"Manufacturing, Waste Management",0,0,0,0,,,,,Sweden,,,2019.0,6.0,False,,,,,True,1,,
25.9,76.44,Software,Information Technology,"SaaS, FinTech, B2B Payments","Paris, France",France,2023-08-29,76.44,Buyout/LBO,80.0,,,,r_00010000,,"E-Commerce, Financial Services, FinTech, Internet, Payments",0,0,0,0,,,,,France,,,2010.0,15.0,False,,,,,True,1,,
117.24,303.34,Computer Hardware,Information Technology,,"Gothenburg, Sweden",Sweden,2024-03-31,70.88,Debt - General,1000.0,,,,r_00100000,,,0,0,0,0,,,,,Sweden,,,1912.0,113.0,False,,,,,True,1,,
162.31,500.0,Software,Information Technology,SaaS,"Boston, MA",United States,2020-01-01,,PE Growth/Expansion,932.0,,,,r_00100000,,"Analytics, Enterprise Software, Information Technology, SaaS, Software",0,0,0,0,,,,,United States,,,1994.0,31.0,False,,,,,True,1,,
746.9,1990.66,Other Financial Services,Financial Services,FinTech,"Turku, Finland",Finland,2023-10-30,105.65,Debt Refinancing,4400.0,,,,r_00010000,,"Credit, Financial Services",0,0,0,0,,,,,Finland,,,1998.0,27.0,False,,,,,True,1,,
162.82,150.91,"Restaurants, Hotels and Leisure",Consumer Products and Services (B2C),,"Copenhagen, Denmark",Denmark,2017-11-10,,Secondary Transaction - Private,2899.0,,,,r_00100000,,"Bakery, Food and Beverage, Snack Food",0,0,0,0,,,,,Denmark,,,1991.0,34.0,False,,,,,True,1,,
257.29,200.0,Computer Hardware,Information Technology,"Manufacturing, AudioTech","Roskilde, Denmark",Denmark,2014-07-15,,Buyout/LBO,6000.0,,,,,,Manufacturing,0,0,0,0,,,,,Denmark,,,1974.0,51.0,False,,,,,True,1,,
138.27,73.47,Commercial Services,Business Products and Services (B2B),Industrials,"Oslo, Norway",Norway,2023-03-10,42.59,Debt Refinancing,1100.0,,,,r_00100000,,"Consulting, Human Resources, Information Technology, Legal, Software",0,0,0,0,,,,,Norway,,,2000.0,25.0,False,,,,,True,1,,
623.94,3.48,Commercial Transportation,Business Products and Services (B2B),"Manufacturing, Industrials","Oslo, Norway",Norway,2024-08-06,,Buyout/LBO,2700.0,,,,r_00500000,,"Manufacturing, Public Safety",0,0,0,0,,,,,Norway,,,2007.0,18.0,False,,,,,True,1,,
8.69,,Software,Information Technology,TMT,"San Antonio, TX",United States,2021-06-01,14.0,Debt - General,239.0,,,,r_00010000,,"3D Technology, Animation, TV",0,0,0,0,,,,,United States,,,1985.0,40.0,False,,,,,True,1,,
533.98,3728.86,Transportation,Consumer Products and Services (B2C),,"Hamburg, Germany",Germany,2018-03-26,2423.76,Buyout/LBO,1001.0,,,,r_00500000,,"Automotive, Transportation, Travel",0,0,0,0,,,,,Germany,,,1998.0,27.0,False,,,,,True,1,,
127.11,1100.0,Insurance,Financial Services,,"Stockholm, Sweden",Sweden,2025-04-30,1100.0,Buyout/LBO,800.0,,,,r_00100000,,"Financial Services, Insurance",0,0,0,0,,,,,Sweden,,,1889.0,136.0,False,,,,,True,1,,
115.0,835.0,Software,Information Technology,EdTech,"Scottsdale, AZ",United States,2024-02-01,835.0,Buyout/LBO,324.0,,,,r_00010000,,"Big Data, EdTech, Education, SaaS, Software",0,0,0,0,,,,,United States,,,2003.0,22.0,False,,,,,True,1,,
100.0,185.0,Pharmaceuticals and Biotechnology,Healthcare,Life Sciences,"Maryland Heights, MO",United States,2017-07-31,185.0,Buyout/LBO,,,,,,,Health Care,0,0,0,0,,,,,United States,,,1975.0,50.0,False,,,,,True,1,,
100.0,,Software,Information Technology,"Mobile, TMT","Sunnyvale, CA",United States,2016-04-19,,Buyout/LBO,418.0,,,,r_00000000,,Business Development,0,0,0,0,,,,,United States,,,2012.0,13.0,False,,,,,True,2,,
12.0,,Software,Information Technology,,"Houston, TX",United States,2022-10-31,,Secondary Transaction - Private,171.0,,,,r_00010000,,"Information Technology, Predictive Analytics, Software",0,0,0,0,,,,,United States,,,1980.0,45.0,False,,,,,True,1,,
48.69,142.17,Computer Hardware,Information Technology,Manufacturing,"Munich, Germany",Germany,2022-05-03,,Buyout/LBO,350.0,,,,r_00010000,,"Automotive, Industrial, Logistics, Manufacturing, Supply Chain Management",0,0,0,0,,,,,Germany,,,2014.0,11.0,False,,,,,True,1,,
4.58,60.28,Other Financial Services,Financial Services,FinTech,"London, United Kingdom",United Kingdom,2022-05-26,60.28,Buyout/LBO,38.0,,,,,,Financial Services,0,0,0,0,,,,,United Kingdom,,,2017.0,8.0,False,,,,,True,1,,
706.23,,Healthcare Devices and Supplies,Healthcare,Manufacturing,"Elyria, OH",United States,2025-07-07,,Buyout/LBO,5900.0,,,,r_00100000,,"Health Care, Manufacturing, Medical Device, Wellness",0,0,0,0,,,,,United States,,,1885.0,140.0,True,,nyse,,,True,1,,
822.58,1507.28,Healthcare Services,Healthcare,,"Hilversum, Netherlands",Netherlands,2023-09-21,,Buyout/LBO,5455.0,,,,r_00001000,,"Dental, Health Care, Medical",0,0,0,0,,,,,Netherlands,,,2018.0,7.0,False,,,,,True,1,,
5.4,24.98,Software,Information Technology,"TMT, Artificial Intelligence & Machine Learning, SaaS, Big Data","Boston, MA",United States,2024-10-31,,Buyout/LBO,11.0,,,,r_00001000,,"Analytics, Artificial Intelligence (AI), Content, Content Marketing, Machine Learning",0,0,0,0,,,,,United States,,,2013.0,12.0,False,,,,,True,1,,
492.34,,Services (Non-Financial),Consumer Products and Services (B2C),,"Palm Beach Gardens, FL",United States,2021-04-23,,Buyout/LBO,3185.0,,,,r_00001000,,"Health Care, Hospital, Veterinary",0,0,0,0,,,,,United States,,,2019.0,6.0,False,,,,,True,1,,
12.9,,Software,Information Technology,TMT,"Linköping, Sweden",Sweden,2024-06-30,,Buyout/LBO,115.0,,,,r_00001000,,"Information Technology, Software",0,0,0,0,,,,,Sweden,,,2004.0,21.0,False,,,,,True,1,,
116.31,,Media,Consumer Products and Services (B2C),FinTech,"Stockholm, Sweden",Sweden,2021-02-03,,Buyout/LBO,293.0,,,,r_00010000,,Financial Services,0,0,0,0,,,,,Sweden,,,2014.0,11.0,False,,,,,True,1,,
38.0,126.0,Media,Consumer Products and Services (B2C),"Mobile, Real Estate Technology","Santa Monica, CA",United States,2022-01-11,11.14,Later Stage VC,49.0,,,,r_00000000,,"Marketplace, Rental, Rental Property, Sharing Economy, Swimming",0,0,0,0,,,,,United States,,,2018.0,7.0,False,,,,,True,1,,
30.1,160.0,Consumer Durables,Consumer Products and Services (B2C),"Gaming, TMT","Westwood, MA",United States,2010-04-20,160.0,Merger/Acquisition,140.0,,,,,,"Gaming, Internet, Online Games, Online Portals",0,0,0,0,,,,,United States,,,1994.0,31.0,False,,,,,True,1,,
75.0,300.0,Software,Information Technology,"CloudTech & DevOps, SaaS","Mountain View, CA",United States,2024-03-07,,Later Stage VC,151.0,,,,r_00000000,,"Analytics, PaaS, Software",0,0,0,0,,,,,United States,,,2018.0,7.0,False,,,,,True,1,,
74.7,800.0,Software,Information Technology,"Cybersecurity, Artificial Intelligence & Machine Learning, Internet of Things, SaaS","San Francisco, CA",United States,2025-09-09,,Merger/Acquisition,372.0,,,,r_00001000,,"Cyber Security, Information Technology, Internet of Things, Network Security",0,0,0,0,,,,,United States,,,2013.0,12.0,False,,,,,True,1,,
300.0,40.0,Retail,Consumer Products and Services (B2C),"E-Commerce, FoodTech, LOHAS & Wellness, TMT","Eastvale, CA",United States,,,Accelerator/Incubator,500.0,,,,r_00001000,,"Advice, Consulting, Wealth Management",0,0,0,0,,,,,United States,,,1984.0,41.0,False,,,,,True,1,,
4.0,299.28,IT Services,Information Technology,"Internet of Things, Cybersecurity, Big Data, Artificial Intelligence & Machine Learning, TMT","Tel Aviv, Israel",Israel,2021-07-19,299.28,Merger/Acquisition,80.0,,,,r_00001000,,"Cyber Security, Internet of Things, Network Security",0,0,0,0,,,,,Israel,,,2017.0,8.0,False,,,,,True,1,,
15.0,620.0,Software,Information Technology,"CloudTech & DevOps, Artificial Intelligence & Machine Learning, SaaS","San Francisco, CA",United States,2022-07-19,40.0,Later Stage VC,242.0,,,,r_00001000,,"Cloud Computing, Data Integration, Marketing Automation, SaaS, Sales Automation",0,0,0,0,,,,,United States,,,2012.0,13.0,False,,,,,True,1,,
13.75,600.0,Other Financial Services,Financial Services,"FinTech, SaaS","Bengaluru, India",India,2021-08-24,100.0,Later Stage VC,658.0,,,,r_00010000,,"Accounting, Financial Services, Payments, SaaS, Software",0,0,0,0,,,,,India,,,2018.0,7.0,False,,,,,True,2,,
695.05,1800.0,Healthcare Technology Systems,Healthcare,,"Atlanta, GA",United States,2025-06-06,,Buyout/LBO,3187.0,,,,r_00500000,,"Analytics, Electronic Health Record (EHR), Health Care, Information Services, Medical",0,0,0,0,,,,,United States,,,2001.0,24.0,False,,,,,True,1,,
78.78,926.0,Media,Consumer Products and Services (B2C),"SaaS, FinTech, InsurTech","Mumbai, India",India,2025-09-04,,IPO,2184.0,,,,r_00100000,,,0,0,0,0,,,,,India,,,2012.0,13.0,False,,,,,True,1,,
367.6,2661.23,Software,Information Technology,"FinTech, E-Commerce, Mobile, TMT","Denver, CO",United States,2024-04-18,577.34,IPO,914.0,,,,r_00100000,,"Apps, Coupons, E-Commerce, Mobile, Mobile Apps",0,0,0,0,,,,,United States,,,2011.0,14.0,True,,nyse,,,True,1,,
17.2,845.0,Commercial Banks,Financial Services,"FinTech, Artificial Intelligence & Machine Learning","Miami, FL",United States,2023-08-01,125.0,General Corporate Purpose,406.0,,,,r_00010000,,"B2B, Banking, Financial Services, FinTech",0,0,0,0,,,,,United States,,,2016.0,9.0,False,,,,,True,1,,
37.07,132.86,IT Services,Information Technology,"Mobile, CloudTech & DevOps, TMT","Mahwah, NJ",United States,2007-11-26,132.86,Merger/Acquisition,300.0,,,,,,"Consulting, Enterprise Software, Software",0,0,0,0,,,,,United States,,,1989.0,36.0,False,,,,,True,1,,
30.0,200.0,Software,Information Technology,E-Commerce,"New York, NY",United States,2024-04-15,25.0,Later Stage VC,200.0,,,,r_00001000,,"Enterprise Software, Gift, Gift Card",0,0,0,0,,,,,United States,,,2015.0,10.0,False,,,,,True,1,,
20.0,39.0,Consumer Non-Durables,Consumer Products and Services (B2C),"E-Commerce, TMT, Beauty","New York, NY",United States,2024-07-24,,Buyout/LBO,33.0,,,,r_00001000,,"Beauty, Cosmetics, E-Commerce, Fashion",0,0,0,0,,,,,United States,,,2015.0,10.0,False,,,,,True,1,,
200.0,848.97,Healthcare Technology Systems,Healthcare,HealthTech,"Raleigh, NC",United States,2023-05-31,0.59,Debt - General,900.0,,,,r_00010000,,"Health Care, Medical Device, Software",0,0,0,0,,,,,United States,,,1999.0,26.0,False,,,,,True,2,,
10.0,14.0,Software,Information Technology,"FinTech, SaaS","Toronto, Canada",Canada,2022-07-14,,Buyout/LBO,180.0,,,,r_00010000,,"Finance, Financial Services, FinTech, InsurTech, Price Comparison",0,0,0,0,,,,,Canada,,,2010.0,15.0,False,,,,,True,1,,
451.95,1800.0,Software,Information Technology,"SaaS, TMT","Vienna, VA",United States,2024-07-02,1800.0,Buyout/LBO,2000.0,,,,r_00100000,,"Event Management, Information Technology, Risk Management, Security",0,0,0,0,,,,,United States,,,2002.0,23.0,True,,nasdaq,,,True,1,,
326.0,15.0,Services (Non-Financial),Consumer Products and Services (B2C),"TMT, Real Estate Technology, Big Data","Lewisville, TX",United States,2023-11-01,,Buyout/LBO,,,,,r_00500000,,"3D Printing, Artificial Intelligence (AI), Industrial Engineering, Software",0,0,0,0,,,,,United States,,,2013.0,12.0,True,,nasdaq,,,True,1,,
8.7,400.0,Commercial Services,Business Products and Services (B2B),HR Tech,"Santa Monica, CA",United States,2024-02-20,,Merger/Acquisition,57.0,,,,r_00010000,,"Human Resources, Information Technology, Professional Networking, Professional Services, Recruiting",0,0,0,0,,,,,United States,,,2017.0,8.0,False,,,,,True,2,,
3.6,75.0,Commercial Services,Business Products and Services (B2B),"HR Tech, SaaS, EdTech","Bogota, Colombia",Colombia,2021-12-03,25.0,Later Stage VC,266.0,,,,r_00000000,,"Corporate Training, E-Learning, EdTech, Education, Human Resources",0,0,0,0,,,,,Colombia,,,2013.0,12.0,False,,,,,True,1,,
12.3,231.0,Software,Information Technology,"Artificial Intelligence & Machine Learning, SaaS","Charlotte, NC",United States,2025-02-24,5.0,Debt - General,333.0,,,,r_00010000,,"EdTech, Security, Software",0,0,0,0,,,,,United States,,,2012.0,13.0,False,,,,,True,1,,
27.3,380.0,Software,Information Technology,"EdTech, TMT","New York, NY",United States,2023-02-24,30.0,Debt - General,498.0,,,,r_00000000,,"Information Technology, Robotics, Software",0,0,0,0,,,,,United States,,,,,False,,,,,True,1,,
671.07,318.13,Services (Non-Financial),Consumer Products and Services (B2C),EdTech,"Mumbai, India",India,2020-08-05,300.0,Merger/Acquisition,8000.0,,,,r_00000000,,"Education, Information Technology",0,0,0,0,,,,,India,,,2018.0,7.0,False,,,,,True,1,,
1.2,25.64,Software,Information Technology,"SaaS, TMT","Wakefield, MA",United States,2020-12-21,,Buyout/LBO,124.0,,,,r_00001000,,"E-Learning, Education, Higher Education, Primary Education, Software",0,0,0,0,,,,,United States,,,2001.0,24.0,False,,,,,True,1,,
